country/economy code,year,"reporting data level: rural, urban, or national coverage",income or consumption used in survey,"Prosperity Gap, z=25/day","Inequality, z=ybar","Mean, $/day","Mean of bottom 40%, $/day"
AUT,2020,national,income,.8415368795394897,2.233164072036743,66.34183502197266,35.46512985229492
AZE,1995,national,consumption,7.181342124938965,1.52009117603302,5.291807174682617,2.529167413711548
AZE,2001,national,consumption,5.742800712585449,1.48379123210907,6.459353446960449,3.061792612075806
AZE,2002,national,consumption,3.696064233779907,1.205244779586792,8.152216911315918,5.150341510772705
AZE,2003,national,consumption,3.637270450592041,1.235670804977417,8.493119239807129,5.119697093963623
AZE,2004,national,consumption,3.499029397964478,1.223283290863037,8.740161895751953,5.395905494689941
AZE,2005,national,consumption,3.140772342681885,1.220977425575256,9.718767166137695,5.998095989227295
BDI,1992,national,consumption,19.27531242370605,1.39051079750061,1.803486824035645,.9029255509376526
BDI,1998,national,consumption,23.83629989624023,1.598103284835815,1.6761234998703,.6960049271583557
BDI,2006,national,consumption,16.88074684143066,1.357016682624817,2.009710550308228,1.047289133071899
BDI,2013,national,consumption,16.84542465209961,1.544211983680725,2.291738033294678,1.026655077934265
BEL,1985,national,income,1.02734363079071,1.404595494270325,34.18027496337891,20.54914283752441
BEL,1988,national,income,1.107787728309631,1.592727661132813,35.94388198852539,21.47351837158203
BEL,1992,national,income,1.167282819747925,1.805956602096558,38.67864227294922,23.32038879394531
BEL,1995,national,income,.9336557984352112,1.730943441390991,46.34854125976563,26.11480903625488
BEL,1997,national,income,.8586581945419312,1.565288066864014,45.57366561889648,26.51988220214844
BEL,2000,national,income,.8035913109779358,1.757814764976501,54.68621826171875,29.03150177001953
BEL,2003,national,income,.7676964998245239,1.505263328552246,49.01882934570313,27.53589248657227
BEL,2004,national,income,.6541163325309753,1.383936643600464,52.89336776733398,28.86806488037109
BEL,2005,national,income,.7070230841636658,1.494173288345337,52.83325958251953,29.45448303222656
BEL,2006,national,income,.6976515650749207,1.449402093887329,51.9386100769043,29.35518264770508
BEL,2007,national,income,.6806138157844543,1.455089449882507,53.44768905639648,29.68065452575684
BEL,2008,national,income,.6588181853294373,1.427383303642273,54.1645393371582,30.5296573638916
BEL,2009,national,income,.6449663043022156,1.4118492603302,54.7256965637207,30.64104080200195
BEL,2010,national,income,.6728442311286926,1.462012767791748,54.32211303710938,30.55498123168945
BEL,2011,national,income,.6890583038330078,1.460755944252014,52.99827194213867,29.83512115478516
BEL,2012,national,income,.6619247198104858,1.443111419677734,54.50436401367188,31.12094879150391
BEL,2013,national,income,.6615567803382874,1.439308881759644,54.3909797668457,30.76299858093262
BEL,2014,national,income,.6220321655273438,1.369541049003601,55.04301452636719,30.9541015625
BEL,2015,national,income,.6154932379722595,1.371183037757874,55.69448471069336,31.53023529052734
BEL,2016,national,income,.6134670376777649,1.351895570755005,55.09243011474609,31.36568260192871
BEL,2017,national,income,.6508201360702515,1.450076937675476,55.70190811157227,31.88425445556641
BEL,2018,national,income,.5953225493431091,1.35752284526825,57.00787353515625,33.07098388671875
BEL,2019,national,income,.5783934593200684,1.364696383476257,58.98650741577148,34.30809020996094
BEL,2020,national,income,.5558876395225525,1.306287288665771,58.7478141784668,35.05569458007813
BEN,2003,national,consumption,13.9926233291626,1.544074892997742,2.758730173110962,1.23422646522522
BEN,2011,national,consumption,14.31966018676758,1.716338157653809,2.996471643447876,1.177118539810181
BEN,2015,national,consumption,17.30865859985352,2.093858957290649,3.024293899536133,1.018031358718872
BEN,2018,national,consumption,8.228814125061035,1.533360838890076,4.658511161804199,2.101370573043823
BFA,1994,national,consumption,27.25375747680664,1.75547993183136,1.610309958457947,.6030659079551697
BFA,1998,national,consumption,23.88097190856934,1.85273015499115,1.939546465873718,.6974999308586121
BFA,2003,national,consumption,15.38392353057861,1.729091048240662,2.80989933013916,1.089120626449585
BFA,2009,national,consumption,13.95812797546387,1.584623336791992,2.838173151016235,1.235615968704224
BFA,2014,national,consumption,10.77370738983154,1.41264545917511,3.277992725372314,1.638868451118469
BFA,2018,national,consumption,9.811729431152344,1.681487441062927,4.284380912780762,1.729941844940186
BGD,1983,national,consumption,11.20758819580078,1.233113408088684,2.750621795654297,1.650896549224854
BGD,1985,national,consumption,10.16582012176514,1.234704256057739,3.036410808563232,1.811220288276672
BGD,1988,national,consumption,11.4209623336792,1.273732781410217,2.788146734237671,1.589684247970581
BGD,1991,national,consumption,11.56268787384033,1.260708808898926,2.725812673568726,1.585421323776245
BGD,1995,national,consumption,10.27697086334229,1.36038875579834,3.309313535690308,1.758013844490051
BGD,2000,national,consumption,10.03541660308838,1.371808409690857,3.417417764663696,1.773402333259583
BGD,2005,national,consumption,8.927816390991211,1.362212419509888,3.814517259597778,1.997282385826111
BGD,2010,national,consumption,8.220780372619629,1.342569470405579,4.082852840423584,2.175930976867676
BGD,2016,national,consumption,7.580280780792236,1.35678231716156,4.474709987640381,2.358035087585449
BGD,2022,national,consumption,6.835315227508545,1.351093411445618,4.941591262817383,2.612913370132446
BGR,1989,national,consumption,1.173040270805359,1.185916662216187,25.27442169189453,15.91709804534912
BGR,1992,national,income,1.559672832489014,1.340603947639465,21.48854446411133,11.45452117919922
BGR,1994,national,consumption,2.061175346374512,1.202928423881531,14.5903205871582,9.08084774017334
BGR,1995,national,consumption,2.706437826156616,1.462602257728577,13.51039886474609,6.951333999633789
BGR,1997,national,consumption,4.03424072265625,1.225446581840515,7.594035148620605,4.558953762054443
BGR,2001,national,consumption,3.481669664382935,1.493364214897156,10.72304630279541,5.327688694000244
BGR,2003,national,consumption,3.309001922607422,1.329339146614075,10.04335403442383,5.64234733581543
BGR,2006,national,income,4.42020320892334,1.97904360294342,11.19317150115967,5.104933738708496
BGR,2007,national,consumption,2.519477367401123,1.348107099533081,13.37685203552246,7.472141742706299
BGR,2007,national,income,2.722358465194702,1.724588871002197,15.8372688293457,7.295191764831543
BGR,2008,national,income,2.319521903991699,1.615624070167542,17.413330078125,8.518437385559082
BGR,2009,national,income,2.192157030105591,1.593335270881653,18.17086219787598,8.778560638427734
BGR,2010,national,income,2.492542743682861,1.734872221946716,17.40062713623047,7.985906600952148
BGR,2011,national,income,2.740549325942993,1.767520070075989,16.12377548217773,7.712558746337891
BGR,2012,national,income,2.64196515083313,1.7912917137146,16.95037269592285,7.778379917144775
BGR,2013,national,income,2.483824253082275,1.880510210990906,18.92756843566895,8.46430492401123
BGR,2014,national,income,2.277389526367188,1.837781548500061,20.1742115020752,8.971390724182129
BGR,2015,national,income,2.789226055145264,2.14828085899353,19.25517082214355,8.13826847076416
BGR,2016,national,income,2.240115642547607,2.061707019805908,23.00893402099609,9.437525749206543
BGR,2017,national,income,2.07448410987854,1.899898648262024,22.89603614807129,9.599434852600098
BGR,2018,national,income,1.769589781761169,1.879274606704712,26.54957962036133,10.93610000610352
BGR,2019,national,income,1.755537867546082,1.926142811775208,27.42952537536621,11.46949005126953
BGR,2020,national,income,1.441366195678711,1.780355334281921,30.87964820861816,13.17872905731201
BIH,2001,national,consumption,2.497039794921875,1.345815896987915,13.47411346435547,7.440915584564209
BIH,2004,national,consumption,1.802834391593933,1.470099329948425,20.38594627380371,9.929101943969727
BIH,2007,national,consumption,1.623522996902466,1.442642092704773,22.21468544006348,10.9485387802124
BIH,2011,national,consumption,1.711737513542175,1.450500130653381,21.18461799621582,10.46068096160889
BLR,1993,national,income,4.692577362060547,1.156375408172607,6.160662174224854,4.069093227386475
BLR,1995,national,income,3.555294036865234,1.308029055595398,9.197755813598633,5.056619167327881
BLR,1998,national,consumption,8.884235382080078,1.401899218559265,3.944906949996948,2.017037391662598
BLR,1999,national,consumption,8.474567413330078,1.418796896934509,4.185455322265625,2.116756916046143
BLR,2000,national,consumption,7.528356552124023,1.399106383323669,4.646121501922607,2.408504009246826
BLR,2001,national,consumption,5.949058055877686,1.372421622276306,5.767390251159668,3.058221101760864
BLR,2002,national,consumption,5.379236698150635,1.363163471221924,6.335301399230957,3.388183116912842
BLR,2003,national,consumption,5.087654590606689,1.330259323120117,6.536702156066895,3.606784105300903
BLR,2004,national,consumption,4.300669193267822,1.262870907783508,7.341129779815674,4.283960819244385
BLR,2005,national,consumption,3.588670492172241,1.296019196510315,9.028547286987305,5.117190361022949
BLR,2006,national,consumption,3.127000331878662,1.305747747421265,10.43929958343506,5.820624828338623
BLR,2007,national,consumption,2.775881052017212,1.332103371620178,11.99712181091309,6.540150165557861
BLR,2008,national,consumption,2.589486360549927,1.291265964508057,12.46642971038818,7.053815841674805
BLR,2009,national,consumption,2.558368682861328,1.288446068763733,12.59050369262695,7.206495761871338
BLR,2010,national,consumption,2.292354583740234,1.302438020706177,14.20415115356445,7.896866321563721
BLR,2011,national,consumption,2.187331914901733,1.273072004318237,14.55051231384277,8.370330810546875
BLR,2012,national,consumption,1.925496697425842,1.255011558532715,16.29464721679688,9.562414169311523
BLR,2013,national,consumption,1.727825999259949,1.255483388900757,18.16565132141113,10.70783996582031
BLR,2014,national,consumption,1.672447919845581,1.265591502189636,18.91825103759766,11.01907062530518
BLR,2015,national,consumption,1.827450394630432,1.238748073577881,16.94639778137207,10.1561164855957
BLR,2016,national,consumption,1.887230038642883,1.228996872901917,16.28043174743652,9.898784637451172
BLR,2017,national,consumption,1.837726235389709,1.22899603843689,16.7189769744873,10.09955978393555
BLR,2018,national,consumption,1.684984922409058,1.223429799079895,18.15193939208984,11.09169578552246
BLR,2019,national,consumption,1.602216958999634,1.226174235343933,19.13246154785156,11.64586353302002
BLR,2020,national,consumption,1.566368579864502,1.207045316696167,19.2650260925293,11.95774173736572
BLZ,1993,national,income,7.599512577056885,3.202913284301758,10.5365743637085,2.5131676197052
BLZ,1994,national,income,7.543914318084717,3.091259241104126,10.24421501159668,2.477935075759888
BLZ,1995,national,consumption,6.702045440673828,3.48488450050354,12.9993314743042,2.687211513519287
BLZ,1996,national,income,8.458745956420898,2.787228584289551,8.237711906433105,2.173797369003296
BLZ,1997,national,income,9.628667831420898,3.281278610229492,8.51955509185791,1.953968167304993
BLZ,1998,national,income,8.784388542175293,2.724583864212036,7.754050731658936,2.019762992858887
BLZ,1999,national,income,8.792302131652832,2.734307765960693,7.774720668792725,2.135437726974487
BOL,1992,urban,income,5.868278026580811,2.196127891540527,9.355930328369141,3.061974287033081
BOL,1997,national,income,7.509125232696533,4.063223838806152,13.52762031555176,2.854428291320801
BOL,1999,national,income,10.0817928314209,4.781562328338623,11.85692405700684,2.125160217285156
BOL,2000,national,income,11.41236305236816,5.056058883666992,11.07583713531494,1.812126278877258
BOL,2001,national,income,8.635831832885742,3.96344256401062,11.47382926940918,2.419446229934692
BOL,2002,national,income,9.312931060791016,4.273303508758545,11.47142505645752,2.2533118724823
BOL,2004,national,income,5.723573207855225,3.018551111221313,13.18473148345947,3.3906090259552
BOL,2005,national,income,7.327020645141602,4.111809730529785,14.02960968017578,2.854744911193848
BOL,2006,national,income,6.4482741355896,3.854290723800659,14.9431095123291,3.269669771194458
BOL,2007,national,income,5.562166213989258,3.311524868011475,14.88415050506592,3.618103742599487
BOL,2008,national,income,4.859529495239258,3.033606767654419,15.60648441314697,4.35823917388916
BOL,2009,national,income,4.567170143127441,3.013953447341919,16.49792671203613,4.828253269195557
BOL,2011,national,income,3.622762441635132,2.626218557357788,18.12303924560547,5.874334335327148
BOL,2012,national,income,3.988932847976685,2.959808826446533,18.55012893676758,5.776081562042236
BOL,2013,national,income,3.509387254714966,2.870471954345703,20.44852638244629,6.311628341674805
BOL,2014,national,income,3.240216016769409,2.664882898330688,20.56099700927734,6.470078945159912
BOL,2015,national,income,3.43808126449585,2.725998163223267,19.82209014892578,6.3975830078125
BOL,2016,national,income,3.647379636764526,2.755391836166382,18.88610458374023,6.159979343414307
BOL,2017,national,income,3.367236375808716,2.570059299468994,19.08137130737305,6.350652694702148
BOL,2018,national,income,3.03112006187439,2.273022890090942,18.74738502502441,6.769216537475586
BOL,2019,national,income,2.530157804489136,1.984424710273743,19.60771751403809,7.525852680206299
BOL,2020,national,income,2.683736562728882,2.10343861579895,19.59431076049805,7.108810901641846
BOL,2021,national,income,2.481818675994873,1.940751552581787,19.54969024658203,7.640230178833008
BRA,1981,national,income,9.163637161254883,3.098233938217163,8.452522277832031,1.887493491172791
BRA,1982,national,income,9.170866966247559,3.159580707550049,8.613091468811035,1.872480869293213
BRA,1983,national,income,10.66371917724609,3.103566884994507,7.27599573135376,1.564823746681213
BRA,1984,national,income,10.43730449676514,3.018398523330688,7.229832172393799,1.608287334442139
BRA,1985,national,income,9.473762512207031,2.890323638916016,7.627180099487305,1.797960996627808
BRA,1986,national,income,6.063973426818848,3.306812286376953,13.63302612304688,2.979802846908569
BRA,1987,national,income,8.090244293212891,3.46516489982605,10.70784950256348,2.179673671722412
BRA,1988,national,income,8.830526351928711,3.729493618011475,10.55852603912354,1.994561433792114
BRA,1989,national,income,8.244888305664063,4.042147636413574,12.25652599334717,2.150580406188965
BRA,1990,national,income,9.047650337219238,3.478359937667847,9.611225128173828,1.886251211166382
BRA,1992,national,income,9.378100395202637,2.872530221939087,7.657548427581787,1.917046546936035
BRA,1993,national,income,9.001086235046387,3.467129945755005,9.629754066467285,1.986077189445496
BRA,1995,national,income,6.807374477386475,3.513627290725708,12.90375423431396,2.675910234451294
BRA,1996,national,income,7.145983695983887,3.708948612213135,12.97564029693604,2.593470811843872
BRA,1997,national,income,7.11786413192749,3.651481151580811,12.82505893707275,2.583795785903931
BRA,1998,national,income,6.675746917724609,3.528700351715088,13.21462726593018,2.737751007080078
BRA,1999,national,income,6.893863201141357,3.417428016662598,12.39300727844238,2.636518239974976
BRA,2001,national,income,6.276340961456299,3.484052658081055,13.87772274017334,2.9490966796875
BRA,2002,national,income,5.895708084106445,3.322890996932983,14.09029579162598,3.072315216064453
BRA,2003,national,income,6.162301540374756,3.303708791732788,13.4029016494751,2.96900749206543
BRA,2004,national,income,5.773663520812988,3.110761404037476,13.46961688995361,3.148982286453247
BRA,2005,national,income,5.423932075500488,3.069936990737915,14.1499605178833,3.352493286132813
BRA,2006,national,income,4.9609375,3.016081809997559,15.19915294647217,3.714184761047363
BRA,2007,national,income,4.880246162414551,3.068207740783691,15.71748447418213,3.900562286376953
BRA,2008,national,income,4.401358127593994,2.915441274642944,16.55989456176758,4.280068874359131
BRA,2009,national,income,4.254408359527588,2.904526948928833,17.0677490234375,4.468955516815186
BRA,2011,national,income,3.913314342498779,2.876086235046387,18.37372398376465,4.967823028564453
BRA,2012,national,income,3.570124387741089,2.814453601837158,19.70837211608887,5.280313491821289
BRA,2013,national,income,3.281988143920898,2.69716477394104,20.54520416259766,5.660955905914307
BRA,2014,national,income,3.128109216690063,2.62458872795105,20.97583961486816,5.921019554138184
BRA,2015,national,income,3.275193929672241,2.665799379348755,20.34840774536133,5.735587596893311
BRA,2016,national,income,3.532386302947998,2.875032424926758,20.34766387939453,5.42192268371582
BRA,2017,national,income,3.621624946594238,2.945304155349731,20.33137130737305,5.391165733337402
BRA,2018,national,income,3.587236642837524,3.016859292984009,21.02495384216309,5.461955547332764
BRA,2019,national,income,3.604655742645264,3.044723272323608,21.11660194396973,5.517923831939697
BRA,2020,national,income,2.672375202178955,2.248817682266235,21.03763008117676,6.930233001708984
BRA,2021,national,income,3.726490020751953,2.858836650848389,19.17915153503418,5.195882797241211
BTN,2003,national,consumption,6.73845100402832,1.613610148429871,5.986576557159424,2.469507932662964
BTN,2007,national,consumption,5.401566028594971,1.564390301704407,7.240447521209717,3.159304618835449
BTN,2012,national,consumption,3.967348575592041,1.571890115737915,9.905167579650879,4.334586143493652
BTN,2017,national,consumption,3.610969543457031,1.554547429084778,10.76267337799072,4.698930263519287
BTN,2022,national,consumption,2.065383672714233,1.301986932754517,15.75962448120117,8.774805068969727
BWA,1985,national,consumption,13.14140510559082,2.440649271011353,4.643052101135254,1.216474533081055
BWA,1993,national,consumption,10.93298816680908,2.888858318328857,6.60582971572876,1.471565723419189
BWA,2002,national,consumption,9.795851707458496,3.746159791946411,9.560577392578125,1.648987412452698
BWA,2009,national,consumption,7.065812587738037,3.111947536468506,11.01057910919189,2.350347995758057
BWA,2015,national,consumption,6.740567207336426,2.378380060195923,8.821142196655273,2.414331674575806
CAF,1992,national,consumption,32.67558670043945,2.046316862106323,1.565631151199341,.5000038743019104
CAF,2008,national,consumption,19.48910331726074,2.379194259643555,3.051954507827759,.8176158666610718
CAF,2021,national,consumption,19.05415916442871,1.712326884269714,2.246657609939575,.8701063990592957
CAN,1971,national,income,2.051493883132935,2.642880916595459,32.206787109375,13.92171192169189
CAN,1973,national,income,1.687166690826416,2.440147161483765,36.157470703125,16.72656631469727
CAN,1975,national,income,1.506953597068787,2.431474208831787,40.33757781982422,19.10488700866699
CAN,1977,national,income,1.400227665901184,2.38911247253418,42.65578842163086,20.26088333129883
CAN,1979,national,income,1.311210870742798,2.321119785308838,44.25527191162109,21.19668006896973
CAN,1981,national,income,1.105669260025024,2.055294752120972,46.47173309326172,22.72809791564941
CAN,1982,national,income,1.082366824150085,1.972022652626038,45.54885101318359,22.40813827514648
CAN,1984,national,income,1.111179828643799,2.027860403060913,45.6240348815918,22.09790802001953
CAN,1985,national,income,1.023193359375,1.917677879333496,46.85521697998047,22.98008155822754
CAN,1986,national,income,1.194468975067139,2.21392560005188,46.3370246887207,23.51138305664063
CAN,1987,national,income,1.009392619132996,1.911181092262268,47.33493041992188,24.10529518127441
CAN,1988,national,income,.9939543604850769,1.928140759468079,48.49671173095703,24.98995590209961
CAN,1989,national,income,1.313634872436523,2.586560726165771,49.22526168823242,25.36785697937012
CAN,1990,national,income,1.216144323348999,2.382263422012329,48.97164154052734,24.98067092895508
CAN,1991,national,income,1.313997030258179,2.491414785385132,47.40145492553711,23.80313301086426
CAN,1992,national,income,1.111580610275269,2.130472660064697,47.91538619995117,24.35742950439453
CAN,1993,national,income,1.300370573997498,2.416130304336548,46.45080184936523,23.46097755432129
