Country code,year,reporting_level,welfare_type,"Population, millions","Prosperity Gap, z=25/day","Inequality, z=ybar","Mean, $/day",Mean income of the bottom 40 percent
AUS,2001,national,income,19.27470100000022,1.111004948616028,1.915404796600342,43.10072326660156,21.10618209838867
AUS,2002,national,income,19.49520999999994,1.163541316986084,2.030261516571045,43.62246322631836,21.35515213012695
AUS,2003,national,income,19.72073700000009,1.185174107551575,2.106949329376221,44.44387817382813,21.74225807189941
AUS,2004,national,income,19.93272200000006,.9524819254875183,1.843629837036133,48.39015197753906,24.17827224731445
AUS,2005,national,income,20.17684400000025,.9066737294197083,1.8872971534729,52.03903579711914,25.65126991271973
AUS,2006,national,income,20.45096599999984,.8572987914085388,1.912835478782654,55.78088760375977,27.18143653869629
AUS,2007,national,income,20.82762199999987,.7734725475311279,1.871206641197205,60.48070907592773,28.99722290039063
AUS,2008,national,income,21.24919899999974,.7721707224845886,1.887963652610779,61.12520217895508,28.90068244934082
AUS,2009,national,income,21.69165300000024,.7788940668106079,1.878616213798523,60.29755020141602,28.73154067993164
AUS,2010,national,income,22.03175000000001,.7716557383537292,1.880847573280334,60.93545150756836,29.19204521179199
AUS,2011,national,income,22.34002399999951,.7503204941749573,1.892622947692871,63.06048583984375,30.36469650268555
AUS,2012,national,income,22.73346500000048,.7365177869796753,1.869721293449402,63.46490478515625,30.88253974914551
AUS,2013,national,income,23.12812899999985,.7305246591567993,1.863823533058167,63.78372955322266,31.3252124786377
AUS,2014,national,income,23.4756860000002,.7174046635627747,1.865349650382996,65.00340270996094,32.05249404907227
AUS,2015,national,income,23.81599499999972,.7129766345024109,1.835177183151245,64.34913635253906,31.71055603027344
AUS,2016,national,income,24.19090700000031,.7086926698684692,1.803129076957703,63.60758209228516,31.30928039550781
AUS,2017,national,income,24.59420199999963,.7270860075950623,1.862325429916382,64.03387451171875,31.40727424621582
AUS,2018,national,income,24.96664299999992,.7450556755065918,1.91769814491272,64.34748077392578,31.42954444885254
AUS,2019,national,income,25.3402170000001,.7584527134895325,1.912428617477417,63.03717041015625,30.79013633728027
AUT,1990,national,income,7.677850000000132,.7337493300437927,1.467651844024658,50.00521850585938,26.51123428344727
AUT,1991,national,income,7.754891000000089,.7195605039596558,1.467659950256348,50.99153900146484,27.03397750854492
AUT,1992,national,income,7.840708999999904,.7030592560768127,1.467676877975464,52.18894577026367,27.66838264465332
AUT,1993,national,income,7.905633000000022,.7081356644630432,1.467648506164551,51.81381988525391,27.47022247314453
AUT,1994,national,income,7.936117999999947,.6966325640678406,1.467657685279846,52.66972351074219,27.92376899719238
AUT,1995,national,income,7.948277999999922,.6820187568664551,1.405647754669189,51.52526092529297,27.87800979614258
AUT,1996,national,income,7.959017000000081,.6858610510826111,1.357292532920837,49.47403717041016,27.17260360717773
AUT,1997,national,income,7.968040999999868,.7040235996246338,1.392623424530029,49.45230102539063,27.16423034667969
AUT,1998,national,income,7.97678899999993,.7078781127929688,1.463341474533081,51.68055725097656,27.43363952636719
AUT,1999,national,income,7.99232399999995,.6533722877502441,1.394779205322266,53.36847305297852,29.0958080291748
AUT,2000,national,income,8.011566000000194,.6630343198776245,1.376395106315613,51.8975830078125,28.67520523071289
AUT,2001,national,income,8.042292999999939,.6619085073471069,1.407110095024109,53.14594650268555,29.29206848144531
AUT,2002,national,income,8.08195699999993,.7053442597389221,1.505454540252686,53.35885620117188,29.37607955932617
AUT,2003,national,income,8.121423000000188,.7300012707710266,1.613658308982849,55.26217651367188,30.25702667236328
AUT,2004,national,income,8.17196599999995,.5859469175338745,1.36842668056488,58.3852653503418,31.7564811706543
AUT,2005,national,income,8.227828999999991,.6294779181480408,1.399327516555786,55.57492446899414,30.91974830627441
AUT,2006,national,income,8.268640999999953,.6036239266395569,1.378040671348572,57.07364654541016,31.27087783813477
AUT,2007,national,income,8.295486999999875,.7135180830955505,1.697230696678162,59.46698379516602,31.37356376647949
AUT,2008,national,income,8.321495999999957,.6889491081237793,1.663765907287598,60.37332153320313,32.14520645141602
AUT,2009,national,income,8.343323000000058,.7904144525527954,1.97449004650116,62.45109558105469,32.37186050415039
AUT,2010,national,income,8.363403999999887,.7163254618644714,1.811423063278198,63.21927642822266,33.56349945068359
AUT,2011,national,income,8.391643000000144,.7287372350692749,1.801897764205933,61.81575393676758,32.3937873840332
AUT,2012,national,income,8.429990999999902,.8106614947319031,1.959558606147766,60.43085479736328,31.93082237243652
AUT,2013,national,income,8.479823000000049,.6554750800132751,1.656738042831421,63.18844604492188,33.63681411743164
AUT,2014,national,income,8.546356000000076,.6274166107177734,1.56109881401062,62.20344161987305,33.14618682861328
AUT,2015,national,income,8.642699000000036,.8243985772132874,2.036543369293213,61.75845718383789,32.8349723815918
AUT,2016,national,income,8.736667999999973,.8201739192008972,2.124571800231934,64.75979614257813,34.05917739868164
AUT,2017,national,income,8.797566000000105,.6472659707069397,1.660085320472717,64.11913299560547,34.28522491455078
AUT,2018,national,income,8.840520999999919,.7672473788261414,1.988529205322266,64.79426574707031,33.88841247558594
AUT,2019,national,income,8.879920000000038,.7488922476768494,1.979662656784058,66.08636474609375,35.06791687011719
AZE,1990,national,consumption,7.175199999999885,2.874454498291016,1.558000326156616,13.55039978027344,6.475577831268311
AZE,1991,national,consumption,7.271300000000142,2.933494329452515,1.557907462120056,13.27689170837402,6.345260620117188
AZE,1992,national,consumption,7.382050000000134,3.826916217803955,1.549489974975586,10.122314453125,4.837991714477539
AZE,1993,national,consumption,7.494799999999927,5.011190414428711,1.536927103996277,7.667474746704102,3.665190696716309
AZE,1994,national,consumption,7.59654999999989,6.275537490844727,1.524908304214478,6.074811458587646,2.904757022857666
AZE,1995,national,consumption,7.684850000000181,7.167683124542236,1.518582463264465,5.296629428863525,2.533168792724609
AZE,1996,national,consumption,7.762999999999917,7.126161575317383,1.509454965591431,5.295469760894775,2.531116008758545
AZE,1997,national,consumption,7.838249999999878,6.940883159637451,1.505063772201538,5.421009540557861,2.583878993988037
AZE,1998,national,consumption,7.913000000000102,6.626515865325928,1.501071810722351,5.663125991821289,2.692292213439941
AZE,1999,national,consumption,7.982750000000035,6.391762733459473,1.496515870094299,5.853298664093018,2.777133703231812
AZE,2000,national,consumption,8.048600000000187,6.035828113555908,1.489346861839294,6.168776035308838,2.922800779342651
AZE,2001,national,consumption,8.111200000000082,5.727407932281494,1.481861710548401,6.468291282653809,3.065433025360107
AZE,2002,national,consumption,8.171950000000146,3.692428827285767,1.202256560325623,8.140011787414551,5.155147075653076
AZE,2003,national,consumption,8.234100000000065,3.6343674659729,1.237704515457153,8.51389217376709,5.124039173126221
AZE,2004,national,consumption,8.306499999999934,3.497052192687988,1.226314067840576,8.766769409179688,5.400167942047119
AZE,2005,national,consumption,8.391849999999957,3.139206171035767,1.223156213760376,9.740966796875,6.002703189849854
AZE,2006,national,consumption,8.484550000000169,2.359735727310181,1.223013520240784,12.95710277557373,7.985480308532715
AZE,2007,national,consumption,8.581300000000093,1.909321069717407,1.222789645195007,16.01079177856445,9.869393348693848
AZE,2008,national,consumption,8.763400000000068,1.760439276695251,1.222820997238159,17.36528205871582,10.70402145385742
AZE,2009,national,consumption,8.947242999999874,1.644493579864502,1.222764372825623,18.58876800537109,11.4587516784668
AZE,2010,national,consumption,9.054331999999878,1.584192276000977,1.222789764404297,19.29673957824707,11.89500141143799
AZE,2011,national,consumption,9.173082000000171,1.603366851806641,1.222684502601624,19.06432723999023,11.75268840789795
AZE,2012,national,consumption,9.295784000000024,1.590359926223755,1.222952961921692,19.22446823120117,11.8486795425415
AZE,2013,national,consumption,9.41680100000023,1.522607326507568,1.223093748092651,20.08222579956055,12.3759241104126
AZE,2014,national,consumption,9.535079000000092,1.500470995903015,1.222891569137573,20.3751277923584,12.55859565734863
AZE,2015,national,consumption,9.649340999999964,1.502020716667175,1.222810387611389,20.35275459289551,12.54567050933838
AZE,2016,national,consumption,9.757812000000106,1.567505598068237,1.222843289375305,19.50301170349121,12.02154350280762
AZE,2017,national,consumption,9.854032999999909,1.579779148101807,1.222825169563293,19.35120582580566,11.92808723449707
AZE,2018,national,consumption,9.93977100000016,1.569998264312744,1.222831606864929,19.47186279296875,12.00249099731445
AZE,2019,national,consumption,10.02428299999992,1.544704437255859,1.222913265228271,19.79202651977539,12.19885921478271
BDI,1990,national,consumption,5.483792999999873,19.48152542114258,1.385955810546875,1.778551459312439,.8949236869812012
BDI,1991,national,consumption,5.594828000000123,18.95783233642578,1.387962698936462,1.830328822135925,.919214129447937
BDI,1992,national,consumption,5.743084999999992,19.25379180908203,1.387091279029846,1.80106246471405,.9048874974250793
BDI,1993,national,consumption,5.555219999999993,19.90155029296875,1.427505135536194,1.793208479881287,.8713580965995789
BDI,1994,national,consumption,5.586408000000079,20.62339401245117,1.463168978691101,1.77367639541626,.8351325988769531
BDI,1995,national,consumption,5.932783000000142,21.83702659606934,1.491095066070557,1.707071900367737,.7817330360412598
BDI,1996,national,consumption,5.930507000000119,22.69047737121582,1.519716620445251,1.674399137496948,.7459873557090759
BDI,1997,national,consumption,5.923862000000096,24.41678237915039,1.549144744873047,1.586147427558899,.6856228709220886
BDI,1998,national,consumption,6.035340000000099,23.53564453125,1.587121486663818,1.685869932174683,.7082522511482239
BDI,1999,national,consumption,6.18018000000008,23.5845947265625,1.590427994728088,1.68587589263916,.7069312334060669
BDI,2000,national,consumption,6.307658999999969,22.98876953125,1.565696716308594,1.702675580978394,.7330215573310852
BDI,2001,national,consumption,6.465729000000087,21.95337867736816,1.543020367622375,1.757155895233154,.7781978249549866
BDI,2002,national,consumption,6.648937999999911,20.57044410705566,1.520147919654846,1.847490429878235,.8429137468338013
BDI,2003,national,consumption,6.860846000000119,20.21280860900879,1.481124043464661,1.831912636756897,.8656260967254639
BDI,2004,national,consumption,7.120495999999942,18.91963577270508,1.446286678314209,1.911092281341553,.9329003095626831
BDI,2005,national,consumption,7.388874000000086,18.28359985351563,1.401259660720825,1.916006326675415,.9680226445198059
BDI,2006,national,consumption,7.658189999999912,16.87278366088867,1.353979229927063,2.006158590316772,1.048149466514587
BDI,2007,national,consumption,7.944608999999947,16.9610538482666,1.382922887802124,2.038379907608032,1.038936018943787
BDI,2008,national,consumption,8.278108999999963,17.07473373413086,1.405847787857056,2.058374404907227,1.031834125518799
BDI,2009,national,consumption,8.709365999999882,17.16392707824707,1.432392477989197,2.086341381072998,1.01986825466156
BDI,2010,national,consumption,9.126604999999916,17.15264701843262,1.459676384925842,2.127479791641235,1.017376899719238
BDI,2011,national,consumption,9.455732999999965,17.12786674499512,1.483390212059021,2.165170669555664,1.015897631645203
BDI,2012,national,consumption,9.795478999999933,17.99577331542969,1.502634882926941,2.087482929229736,.9654802680015564
BDI,2013,national,consumption,10.14957699999997,17.06386756896973,1.531223893165588,2.243371486663818,1.015648007392883
BDI,2014,national,consumption,10.49491299999998,16.77072143554688,1.546292066574097,2.305047035217285,1.031576752662659
